GRT_LABELLED_CLASSIFICATION_DATA_FILE_V1.0
DatasetName: NOT_SET
InfoText: 
NumDimensions: 3
TotalNumExamples: 1060
NumberOfClasses: 6
ClassIDsAndCounters: 
1	235	NOT_SET
2	178	NOT_SET
3	132	NOT_SET
4	189	NOT_SET
5	118	NOT_SET
6	208	NOT_SET
UseExternalRanges: 0
Data:
1	-1.01	-0.02	-0.01
1	-1.01	-0.02	-0.01
1	-0.99	-0.01	-0.01
1	-0.99	-0.01	-0.01
1	-0.99	-0.01	-0.01
1	-0.99	-0.01	-0.01
1	-0.99	-0.01	-0.01
1	-0.99	-0.01	-0.03
1	-0.99	-0.01	-0.03
1	-0.99	-0.01	-0.03
1	-1.01	-0.01	-0.02
1	-1.01	-0.01	-0.02
1	-1	-0.01	-0.02
1	-1	-0.01	-0.02
1	-1.01	-0.01	-0.02
1	-1.01	-0.01	-0.02
1	-1.01	-0.01	-0.02
1	-0.99	-0	-0.02
1	-0.99	-0	-0.02
1	-1	-0.01	0
1	-1	-0.01	0
1	-1	-0.01	0
1	-0.99	-0.01	-0.02
1	-0.99	-0.01	-0.02
1	-1	-0.01	-0.02
1	-1	-0.01	-0.02
1	-1	-0.01	-0.02
1	-1	0	-0.01
1	-1	0	-0.01
1	-1	0	-0.01
1	-0.99	-0	-0.02
1	-0.99	-0	-0.02
1	-1	-0.01	-0.01
1	-1	-0.01	-0.01
1	-0.92	-0.15	0.07
1	-0.92	-0.15	0.07
1	-0.92	-0.15	0.07
1	-0.99	0.01	-0.03
1	-0.99	0.01	-0.03
1	-0.99	0.01	-0.03
1	-1	-0	-0.03
1	-1	-0	-0.03
1	-0.98	-0.05	-0.01
1	-0.98	-0.05	-0.01
1	-0.99	0.02	-0.04
1	-0.99	0.02	-0.04
1	-0.99	0.02	-0.04
1	-1.01	-0	-0.01
1	-1.01	-0	-0.01
1	-0.99	-0.07	-0.03
1	-0.99	-0.07	-0.03
1	-0.99	-0.07	-0.03
1	-1.28	-0	-0.03
1	-1.28	-0	-0.03
1	-1.28	-0	-0.03
1	-1	-0.18	-0
1	-1	-0.18	-0
1	-0.9	-0.41	-0.05
1	-0.9	-0.41	-0.05
1	-0.94	-0.09	-0.04
1	-0.94	-0.09	-0.04
1	-0.94	-0.09	-0.04
1	-0.98	0.14	-0.06
1	-0.98	0.14	-0.06
1	-0.97	0.18	-0.07
1	-0.97	0.18	-0.07
1	-0.97	0.18	-0.07
1	-0.93	0.19	-0.05
1	-0.93	0.19	-0.05
1	-0.96	-0.06	0.03
1	-0.96	-0.06	0.03
1	-0.96	-0.06	0.03
1	-0.99	-0.03	-0.01
1	-0.99	-0.03	-0.01
1	-1.02	-0.02	0.04
1	-1.02	-0.02	0.04
1	-1.02	-0.02	0.04
1	-0.91	-0.01	-0.29
1	-0.91	-0.01	-0.29
1	-0.9	-0.02	-0.4
1	-0.9	-0.02	-0.4
1	-0.9	-0.02	-0.4
1	-0.96	-0.03	-0.18
1	-0.96	-0.03	-0.18
1	-0.86	-0.46	0.18
1	-0.86	-0.46	0.18
1	-0.86	-0.46	0.18
1	-1.06	-0.05	-0
1	-1.06	-0.05	-0
1	-0.93	-0.03	0.16
1	-0.93	-0.03	0.16
1	-0.93	-0.03	0.16
1	-0.92	0.02	0.18
1	-0.92	0.02	0.18
1	-1.04	-0.05	0.04
1	-1.04	-0.05	0.04
1	-1.04	-0.05	0.04
1	-0.95	-0.04	-0.13
1	-0.95	-0.04	-0.13
1	-0.97	-0.01	-0.22
1	-0.97	-0.01	-0.22
1	-0.97	-0.01	-0.22
1	-0.95	-0.01	-0.16
1	-0.95	-0.01	-0.16
1	-0.95	-0.01	-0.16
1	-0.92	-0.53	0.23
1	-0.92	-0.53	0.23
1	-1.16	0.07	-0.12
1	-1.16	0.07	-0.12
1	-1.16	0.07	-0.12
1	-0.83	-0.39	0.05
1	-0.83	-0.39	0.05
1	-0.88	-0.36	-0
1	-0.88	-0.36	-0
1	-0.73	-0.23	-0.07
1	-0.73	-0.23	-0.07
1	-0.73	-0.23	-0.07
1	-1.07	-0.1	-0
1	-1.07	-0.1	-0
1	-0.87	0.38	0
1	-0.87	0.38	0
1	-0.87	0.38	0
1	-0.87	0.14	0.03
1	-0.87	0.14	0.03
1	-0.96	-0.11	0
1	-0.96	-0.11	0
1	-0.96	-0.11	0
1	-0.86	-0.33	0
1	-0.86	-0.33	0
1	-1.22	0.31	-0.45
1	-1.22	0.31	-0.45
1	-1.22	0.31	-0.45
1	-1.03	-0	-0.03
1	-1.03	-0	-0.03
1	-0.96	0.32	0.04
1	-0.96	0.32	0.04
1	-0.96	0.32	0.04
1	-0.99	-0	-0.04
1	-0.99	-0	-0.04
1	-1	-0.1	0.01
1	-1	-0.1	0.01
1	-1	-0.1	0.01
1	-1.03	-0.5	0.37
1	-1.03	-0.5	0.37
1	-1.03	-0.5	0.37
1	-1.02	0.23	-0.03
1	-1.02	0.23	-0.03
1	-0.97	0.03	-0.02
1	-0.97	0.03	-0.02
1	-1.03	0.08	-0.07
1	-1.03	0.08	-0.07
1	-1.03	0.08	-0.07
1	-0.98	0.21	-0.05
1	-0.98	0.21	-0.05
1	-0.97	-0.12	0.01
1	-0.97	-0.12	0.01
1	-0.97	-0.12	0.01
1	-0.96	-0.13	-0.02
1	-0.96	-0.13	-0.02
1	-0.99	0.07	-0.03
1	-0.99	0.07	-0.03
1	-0.99	0.07	-0.03
1	-1	0.15	-0.18
1	-1	0.15	-0.18
1	-1.09	0.13	-0.07
1	-1.09	0.13	-0.07
1	-1.09	0.13	-0.07
1	-0.98	-0.08	-0
1	-0.98	-0.08	-0
